1700,0.55127,673.741,1856.43,1308.16
1500,0.547977,735.807,1731.53,1168.03
1300,0.544684,833.967,1588.77,1021.86
1100,0.541486,946.044,1428.27,871.428
1000,0.538476,1023.88,1339.53,793.638
900,0.534995,1112.54,1246,716.233
800,0.530291,1229.66,1145.57,637.291
700,0.525588,1370.63,1039.91,559.23
600,0.518815,1554.62,927.684,480.733
500,0.508937,1786.07,809.605,402.957
400,0.495672,2147.33,683.303,324.793
300,0.479868,2716.63,547.833,246.739
250,0.467827,3129.41,476.404,208.158
200,0.451176,3750.75,401.718,169.35
180,0.442615,4070.41,370.831,154.239
160,0.435183,4441.66,339.621,139.007
140,0.425118,4907.85,307.307,123.729
120,0.412324,5584.9,273.327,108.05
100,0.398213,6415.06,239.229,92.4873
90,0.38683,6956.35,221.003,84.3255
80,0.37714,7582.78,202.738,76.4374
70,0.365287,8353.84,184.484,68.4977
60,0.351646,9267.66,165.76,60.7432
55,0.344026,9841.5,156.069,56.6971
50,0.334431,10515.6,145.601,52.2822
45,0.323801,11358.3,136.17,48.4534
40,0.308561,12233.2,125.206,44.1665
35,0.290875,13696,113.217,39.3255
30,0.274318,15327.2,101.94,34.873
25,0.25381,17357.7,90.1383,30.2418
20,0.227752,20315.3,77.8391,25.5682
15,0.196707,24947.8,64.2916,20.5588
10,0.148918,33922.6,48.2324,14.8307
